state,party,finance.better,child.indep,child.curio,child.obed,child.consid,year,Religion,President
96,2,3,3,3,3,3,2000,NA,George W. Bush
25,3,2,3,3,3,3,2000,Catholic,Al Gore
25,3,NA,5,5,1,5,2000,NA,Al Gore
25,3,NA,5,3,1,3,2000,NA,George W. Bush
25,1,2,5,1,1,1,2000,Catholic,Al Gore
25,3,3,5,5,5,1,2000,NA,Al Gore
25,1,3,3,3,3,3,2000,NA,Al Gore
22,5,4,5,5,1,5,2000,NA,NA
25,1,3,5,5,1,1,2000,NA,Al Gore
33,2,3,5,5,1,5,2000,NA,George W. Bush
53,1,3,1,1,5,1,2000,Catholic,Al Gore
53,2,2,3,3,3,3,2000,NA,George W. Bush
49,3,1,5,5,1,5,2000,NA,George W. Bush
41,2,NA,5,1,5,1,2000,NA,NA
41,5,NA,5,5,1,1,2000,Other Religion,NA
41,3,NA,5,1,1,1,2000,NA,George W. Bush
1,2,3,5,5,5,1,2000,NA,George W. Bush
1,1,2,5,5,1,5,2000,NA,Al Gore
1,3,NA,5,5,1,1,2000,NA,NA
6,4,NA,1,1,5,1,2000,NA,George W. Bush
6,3,NA,5,5,5,1,2000,NA,Al Gore
55,1,NA,5,1,1,5,2000,NA,Al Gore
55,3,2,5,5,1,5,2000,NA,George W. Bush
55,1,1,5,1,1,1,2000,NA,NA
27,2,NA,NA,NA,NA,NA,2000,NA,NA
27,1,3,5,5,1,3,2000,NA,Al Gore
12,1,3,5,5,5,1,2000,NA,Al Gore
12,3,3,1,1,5,1,2000,NA,NA
12,1,3,1,5,1,1,2000,NA,George W. Bush
55,3,NA,3,3,3,1,2000,NA,Al Gore
55,3,NA,5,3,3,3,2000,NA,NA
55,2,3,5,1,1,1,2000,Protestant,George W. Bush
22,1,3,5,5,1,5,2000,NA,NA
22,5,NA,5,5,1,3,2000,NA,George W. Bush
22,2,3,5,5,1,3,2000,NA,George W. Bush
51,1,NA,NA,NA,NA,NA,2000,NA,NA
6,1,NA,NA,NA,NA,NA,2000,NA,NA
6,3,NA,5,1,1,1,2000,NA,NA
6,3,NA,3,3,5,3,2000,NA,NA
12,3,NA,5,5,5,5,2000,NA,George W. Bush
36,1,4,5,5,1,5,2000,NA,Al Gore
53,1,NA,NA,NA,NA,NA,2000,NA,NA
6,2,3,3,3,3,3,2000,NA,NA
6,1,3,5,3,5,3,2000,NA,NA
1,3,NA,3,3,3,1,2000,NA,Al Gore
26,1,NA,5,5,5,5,2000,NA,Al Gore
26,2,NA,NA,NA,NA,NA,2000,Protestant,NA
25,3,NA,3,3,3,3,2000,Catholic,Al Gore
33,3,NA,5,3,1,3,2000,NA,George W. Bush
9,5,NA,NA,NA,NA,NA,2000,Catholic,NA
9,4,NA,1,1,5,1,2000,NA,Ralph Nader
9,2,NA,5,5,5,1,2000,NA,George W. Bush
9,3,NA,5,3,3,1,2000,NA,George W. Bush
33,3,2,5,5,5,1,2000,Catholic,George W. Bush
48,2,5,5,5,1,1,2000,NA,NA
49,5,3,3,5,3,3,2000,Other Religion,NA
33,3,NA,5,1,5,1,2000,NA,Al Gore
33,2,4,5,5,1,5,2000,Protestant,NA
18,3,NA,5,3,3,3,2000,Catholic,George W. Bush
24,1,NA,3,3,3,3,2000,NA,NA
17,5,3,1,5,3,1,2000,NA,George W. Bush
46,2,NA,NA,NA,NA,NA,2000,NA,NA
6,2,2,5,5,1,1,2000,Catholic,Al Gore
6,5,NA,NA,NA,NA,NA,2000,NA,NA
6,2,NA,5,5,1,1,2000,NA,NA
6,1,2,5,5,1,5,2000,Protestant,Al Gore
53,2,3,5,5,1,1,2000,NA,George W. Bush
53,5,3,1,1,5,1,2000,NA,NA
39,3,NA,NA,NA,NA,NA,2000,NA,NA
39,3,3,5,1,5,1,2000,NA,NA
48,2,3,5,1,5,5,2000,Catholic,NA
48,1,2,5,5,1,3,2000,NA,Al Gore
6,3,NA,3,3,3,3,2000,NA,Ralph Nader
36,NA,NA,NA,NA,NA,NA,2000,NA,NA
36,3,1,5,5,1,5,2000,NA,Al Gore
55,2,3,5,1,5,1,2000,NA,George W. Bush
40,3,3,5,1,1,1,2000,Other Religion,Al Gore
17,5,3,5,5,1,1,2000,NA,NA
32,5,NA,NA,NA,NA,NA,2000,Catholic,NA
8,5,3,1,1,5,1,2000,NA,Al Gore
47,3,NA,5,1,1,3,2000,NA,Al Gore
12,3,5,5,1,5,1,2000,NA,NA
1,3,NA,5,5,1,5,2000,NA,George W. Bush
17,3,4,3,3,3,3,2000,NA,NA
48,5,NA,5,3,5,3,2000,NA,NA
22,2,NA,5,5,1,1,2000,NA,George W. Bush
42,5,4,5,5,1,1,2000,NA,George W. Bush
13,2,3,5,5,3,5,2000,Other Religion,George W. Bush
6,2,NA,5,1,5,1,2000,NA,George W. Bush
6,3,3,5,1,5,1,2000,NA,Al Gore
1,1,3,1,1,5,1,2000,NA,Al Gore
6,1,3,5,5,1,3,2000,NA,NA
12,5,NA,NA,NA,NA,NA,2000,NA,NA
12,2,3,5,5,1,3,2000,NA,George W. Bush
19,2,1,5,1,1,1,2000,NA,George W. Bush
20,2,NA,NA,NA,NA,NA,2000,Other Religion,NA
42,3,NA,NA,NA,NA,NA,2000,NA,NA
42,3,3,5,5,1,1,2000,NA,George W. Bush
8,1,2,5,5,1,5,2000,Catholic,NA
1,3,3,1,1,5,1,2000,NA,Al Gore
1,2,NA,5,1,1,1,2000,NA,George W. Bush
5,2,NA,1,3,3,3,2000,NA,NA
5,2,NA,NA,NA,NA,NA,2000,NA,NA
49,5,NA,5,1,5,1,2000,NA,George W. Bush
49,3,NA,5,5,5,1,2000,NA,Al Gore
49,1,NA,5,1,5,1,2000,Catholic,Al Gore
49,3,2,5,1,1,1,2000,NA,NA
49,1,NA,5,1,5,1,2000,Jewish,Al Gore
49,3,3,5,5,5,1,2000,NA,Al Gore
1,1,3,5,5,1,3,2000,NA,Al Gore
1,1,NA,5,5,1,3,2000,NA,Al Gore
25,1,NA,5,1,1,1,2000,NA,Al Gore
25,1,NA,5,5,5,1,2000,NA,Al Gore
25,4,NA,5,5,1,1,2000,NA,Al Gore
25,1,4,3,3,3,3,2000,NA,NA
34,3,4,3,3,3,3,2000,NA,George W. Bush
96,2,NA,NA,NA,NA,NA,2000,NA,NA
36,1,NA,5,3,1,3,2000,NA,NA
36,1,NA,5,1,1,1,2000,NA,Al Gore
6,2,NA,NA,NA,NA,NA,2000,NA,NA
6,3,2,1,5,5,1,2000,NA,George W. Bush
6,2,2,1,5,5,1,2000,NA,George W. Bush
51,5,5,5,1,5,1,2000,NA,George W. Bush
51,5,2,5,1,5,1,2000,NA,Al Gore
51,3,2,1,5,5,1,2000,NA,NA
51,2,2,5,5,1,5,2000,NA,George W. Bush
51,5,NA,5,5,5,1,2000,NA,George W. Bush
24,2,3,5,5,1,1,2000,NA,George W. Bush
55,3,NA,5,5,5,1,2000,NA,George W. Bush
55,5,2,5,3,1,1,2000,NA,George W. Bush
55,3,NA,5,1,5,1,2000,Catholic,George W. Bush
55,2,2,1,1,5,1,2000,NA,George W. Bush
55,5,NA,5,5,1,3,2000,Catholic,George W. Bush
6,2,NA,NA,NA,NA,NA,2000,NA,NA
6,2,4,5,5,1,3,2000,NA,George W. Bush
6,2,NA,5,5,5,1,2000,NA,George W. Bush
6,3,NA,5,5,5,1,2000,NA,NA
6,NA,4,1,1,5,1,2000,NA,Al Gore
6,4,3,5,1,5,5,2000,NA,NA
6,3,NA,5,1,5,1,2000,NA,NA
6,2,3,1,5,1,5,2000,NA,NA
6,5,NA,1,1,5,3,2000,NA,George W. Bush
6,1,NA,1,5,1,3,2000,NA,NA
6,3,NA,1,1,5,1,2000,NA,Ralph Nader
6,2,3,5,5,5,1,2000,NA,George W. Bush
53,1,NA,1,1,5,1,2000,NA,Al Gore
53,5,2,5,5,1,1,2000,NA,Al Gore
53,2,2,5,5,1,1,2000,NA,NA
53,3,NA,5,1,5,1,2000,Catholic,George W. Bush
13,2,2,5,5,1,1,2000,NA,George W. Bush
13,1,NA,5,5,1,1,2000,NA,Al Gore
42,1,NA,3,3,3,3,2000,NA,Al Gore
42,1,NA,NA,NA,NA,NA,2000,NA,NA
42,5,NA,5,3,3,3,2000,NA,NA
51,1,NA,1,1,5,1,2000,NA,Al Gore
51,4,NA,3,3,3,1,2000,NA,George W. Bush
6,1,NA,1,1,5,5,2000,NA,Al Gore
6,1,NA,NA,NA,NA,NA,2000,NA,NA
22,5,NA,5,5,1,3,2000,NA,NA
22,1,2,5,5,1,5,2000,NA,Al Gore
22,1,3,3,5,1,3,2000,NA,Al Gore
22,5,NA,NA,NA,NA,NA,2000,NA,NA
22,5,5,3,5,3,3,2000,NA,NA
49,5,3,5,5,5,1,2000,NA,Al Gore
49,2,2,5,1,5,1,2000,NA,NA
49,3,3,5,3,3,3,2000,NA,George W. Bush
55,1,NA,5,3,1,3,2000,NA,Al Gore
55,1,3,5,1,1,1,2000,NA,Al Gore
55,1,NA,5,5,1,1,2000,NA,Al Gore
55,1,2,5,5,1,1,2000,NA,Al Gore
29,1,NA,5,5,1,3,2000,NA,Al Gore
29,4,3,3,1,1,1,2000,NA,Al Gore
29,2,3,3,3,5,1,2000,NA,George W. Bush
49,3,NA,5,5,1,1,2000,NA,NA
17,2,3,5,5,1,5,2000,NA,NA
17,3,2,5,3,1,3,2000,Catholic,George W. Bush
55,2,3,5,1,5,1,2000,NA,George W. Bush
19,1,NA,5,5,1,1,2000,NA,Al Gore
19,2,NA,5,3,5,1,2000,Protestant,George W. Bush
27,1,3,5,5,1,5,2000,NA,Al Gore
27,1,NA,NA,NA,NA,NA,2000,NA,NA
19,3,NA,NA,NA,NA,NA,2000,NA,NA
19,1,3,5,5,1,5,2000,Protestant,Al Gore
27,3,3,3,3,3,3,2000,NA,George W. Bush
27,5,3,5,3,1,3,2000,NA,Al Gore
26,2,NA,3,3,1,3,2000,NA,George W. Bush
26,1,NA,1,5,5,1,2000,NA,Al Gore
26,1,NA,NA,NA,NA,NA,2000,NA,NA
26,5,NA,5,5,1,3,2000,NA,NA
55,1,2,5,3,1,3,2000,NA,Al Gore
34,3,NA,3,5,5,1,2000,NA,Al Gore
41,4,NA,1,1,5,1,2000,NA,Al Gore
41,3,2,5,1,1,1,2000,NA,Al Gore
41,1,2,3,3,5,1,2000,NA,NA
8,2,NA,5,5,1,1,2000,Other Religion,George W. Bush
8,2,NA,5,1,5,1,2000,NA,George W. Bush
11,1,NA,5,5,1,5,2000,NA,Al Gore
27,1,2,5,5,1,1,2000,NA,Al Gore
27,3,NA,3,3,3,1,2000,NA,Al Gore
27,1,NA,3,1,5,1,2000,NA,Al Gore
27,3,NA,1,1,5,1,2000,NA,George W. Bush
27,1,NA,5,3,5,3,2000,NA,Al Gore
27,3,3,5,1,3,3,2000,NA,George W. Bush
27,3,2,3,3,3,3,2000,NA,Al Gore
27,1,3,3,3,1,3,2000,NA,NA
53,2,2,1,1,5,1,2000,NA,George W. Bush
36,1,2,5,1,5,1,2000,NA,Al Gore
36,1,NA,NA,NA,NA,NA,2000,NA,NA
36,3,3,1,5,1,1,2000,NA,NA
18,1,NA,5,5,5,5,2000,Protestant,NA
18,1,NA,5,5,1,5,2000,NA,NA
18,2,NA,5,1,5,1,2000,NA,George W. Bush
41,3,2,5,3,1,3,2000,NA,Al Gore
96,1,NA,5,1,1,1,2000,NA,Al Gore
49,2,3,3,3,3,3,2000,NA,George W. Bush
51,5,NA,5,1,1,1,2000,NA,George W. Bush
48,3,3,5,5,3,5,2000,NA,NA
19,2,NA,NA,NA,NA,NA,2000,NA,NA
19,1,3,5,5,5,1,2000,Other Religion,NA
48,3,2,5,5,1,5,2000,NA,NA
48,3,NA,1,5,5,1,2000,NA,NA
22,1,3,5,5,1,3,2000,NA,NA
6,2,1,5,5,1,1,2000,Protestant,George W. Bush
6,2,NA,NA,NA,NA,NA,2000,NA,NA
6,1,NA,5,1,5,1,2000,NA,Al Gore
6,2,3,5,5,1,1,2000,NA,George W. Bush
6,2,NA,5,1,1,5,2000,NA,George W. Bush
26,3,NA,5,5,1,5,2000,NA,NA
51,3,NA,3,3,3,3,2000,NA,NA
17,3,3,5,5,1,5,2000,NA,Al Gore
26,5,2,3,1,5,1,2000,NA,NA
48,5,NA,1,1,1,5,2000,NA,Al Gore
48,5,NA,5,1,5,1,2000,NA,NA
17,5,2,5,5,1,1,2000,NA,George W. Bush
17,2,2,3,3,3,3,2000,NA,NA
51,1,2,1,1,1,1,2000,Protestant,Al Gore
17,1,1,3,3,3,3,2000,NA,Al Gore
17,2,3,5,5,5,1,2000,Protestant,George W. Bush
6,2,4,3,1,3,1,2000,NA,George W. Bush
51,3,3,5,5,1,1,2000,NA,Al Gore
51,3,NA,5,5,1,1,2000,NA,George W. Bush
51,1,NA,NA,NA,NA,NA,2000,NA,NA
51,4,NA,1,1,5,1,2000,NA,George W. Bush
51,3,3,5,3,1,3,2000,NA,Al Gore
51,3,3,5,5,5,1,2000,NA,NA
51,2,NA,5,1,5,1,2000,NA,NA
51,2,NA,5,5,1,1,2000,NA,George W. Bush
53,2,3,5,5,1,5,2000,NA,Al Gore
41,1,2,3,5,3,3,2000,Protestant,Al Gore
40,1,NA,1,1,5,1,2000,Catholic,Al Gore
48,5,NA,3,3,1,3,2000,Protestant,NA
27,2,NA,5,1,1,5,2000,NA,George W. Bush
38,3,4,5,1,5,1,2000,NA,Al Gore
32,1,NA,5,5,1,5,2000,NA,Al Gore
36,3,2,5,5,5,1,2000,Protestant,NA
41,1,NA,NA,NA,NA,NA,2000,Protestant,NA
35,2,NA,5,5,1,1,2000,NA,George W. Bush
34,2,NA,5,5,3,3,2000,Catholic,George W. Bush
6,1,NA,5,3,3,3,2000,NA,NA
36,3,NA,NA,NA,NA,NA,2000,NA,NA
27,2,NA,5,5,1,1,2000,NA,George W. Bush
42,1,1,5,5,1,3,2000,NA,Al Gore
36,3,NA,1,1,5,1,2000,NA,Al Gore
36,1,NA,3,3,1,3,2000,NA,Al Gore
39,2,NA,5,5,1,1,2000,NA,George W. Bush
51,3,NA,1,5,5,5,2000,Protestant,George W. Bush
51,1,NA,5,1,1,1,2000,NA,Al Gore
51,2,3,5,5,1,1,2000,NA,George W. Bush
51,2,3,5,3,3,3,2000,NA,George W. Bush
51,3,NA,5,5,5,1,2000,NA,Al Gore
19,2,NA,NA,NA,NA,NA,2000,NA,NA
55,3,NA,5,1,5,1,2000,NA,Al Gore
55,3,2,5,1,1,1,2000,NA,George W. Bush
55,1,NA,NA,NA,NA,NA,2000,NA,NA
55,1,NA,5,5,1,5,2000,NA,Al Gore
47,3,NA,5,5,1,1,2000,NA,NA
27,1,NA,NA,NA,NA,NA,2000,NA,NA
47,2,NA,5,3,1,3,2000,NA,George W. Bush
6,2,NA,3,5,3,3,2000,Protestant,Al Gore
6,5,NA,5,3,5,3,2000,NA,NA
37,2,NA,NA,NA,NA,NA,2000,NA,NA
12,2,2,5,1,1,1,2000,NA,George W. Bush
12,1,NA,1,1,5,1,2000,NA,NA
49,4,NA,1,1,5,1,2000,NA,NA
48,2,NA,NA,NA,NA,NA,2000,NA,NA
25,3,NA,NA,NA,NA,NA,2000,Catholic,NA
36,3,1,5,1,1,1,2000,Other Religion,Al Gore
6,5,NA,5,3,5,5,2000,NA,NA
42,3,NA,NA,NA,NA,NA,2000,NA,NA
26,1,NA,5,1,5,1,2000,NA,Al Gore
48,4,1,5,1,1,5,2000,NA,Ralph Nader
21,5,NA,5,3,3,3,2000,NA,George W. Bush
53,2,NA,5,5,5,3,2000,NA,NA
26,3,NA,NA,NA,NA,NA,2000,NA,NA
23,3,3,5,5,5,1,2000,NA,NA
39,2,NA,5,5,1,3,2000,NA,George W. Bush
24,1,NA,1,5,5,5,2000,NA,Al Gore
48,2,3,3,3,3,3,2000,NA,NA
24,1,1,5,5,5,1,2000,Protestant,Al Gore
17,1,NA,3,5,3,1,2000,NA,Al Gore
26,4,4,1,1,5,1,2000,NA,Ralph Nader
48,1,NA,5,5,1,1,2000,NA,Al Gore
26,3,3,5,1,1,1,2000,NA,George W. Bush
49,1,NA,3,5,3,3,2000,Other Religion,NA
49,5,NA,3,3,3,3,2000,NA,Howard Phillips
6,1,1,3,3,3,3,2000,NA,Al Gore
36,1,2,5,5,1,1,2000,NA,Al Gore
40,3,NA,3,3,3,3,2000,NA,NA
12,2,NA,5,1,1,1,2000,NA,NA
1,3,NA,5,5,5,1,2000,NA,George W. Bush
1,1,NA,NA,NA,NA,NA,2000,NA,NA
33,3,NA,1,5,5,5,2000,NA,Al Gore
33,3,NA,5,5,1,3,2000,NA,NA
51,5,NA,NA,NA,NA,NA,2000,NA,NA
53,1,NA,5,1,5,1,2000,NA,Al Gore
29,2,NA,1,1,5,1,2000,NA,George W. Bush
22,1,NA,3,5,3,5,2000,NA,Al Gore
31,1,NA,5,5,5,1,2000,Protestant,NA
1,1,NA,3,5,1,5,2000,NA,Al Gore
46,2,NA,3,5,3,3,2000,NA,George W. Bush
13,1,2,5,5,1,5,2000,NA,NA
17,3,3,NA,7,NA,3,2000,NA,Al Gore
55,5,NA,NA,NA,NA,NA,2000,NA,NA
55,2,3,5,5,1,5,2000,Catholic,NA
51,2,NA,NA,NA,NA,NA,2000,NA,NA
51,1,3,1,5,1,5,2000,NA,NA
12,3,3,5,5,5,5,2000,NA,George W. Bush
19,1,3,1,1,5,1,2000,NA,Al Gore
19,3,2,5,5,1,1,2000,Protestant,Al Gore
27,1,NA,NA,NA,NA,NA,2000,NA,NA
22,3,NA,NA,NA,NA,NA,2000,NA,NA
17,2,NA,5,5,5,1,2000,NA,George W. Bush
29,1,3,1,1,1,1,2000,NA,NA
56,2,2,1,1,5,1,2000,Protestant,George W. Bush
36,2,NA,3,5,1,3,2000,Catholic,George W. Bush
36,5,4,3,3,3,1,2000,Jewish,Al Gore
36,1,3,1,1,5,1,2000,NA,Al Gore
36,3,NA,5,1,5,1,2000,NA,Al Gore
36,5,NA,NA,NA,NA,NA,2000,NA,NA
33,2,3,5,5,3,5,2000,NA,George W. Bush
34,3,NA,NA,NA,NA,NA,2000,NA,NA
18,5,3,5,5,1,3,2000,NA,NA
25,1,3,1,3,5,3,2000,NA,NA
23,3,3,5,5,5,1,2000,NA,George W. Bush
26,2,NA,5,5,5,1,2000,NA,George W. Bush
6,3,3,5,5,5,5,2000,NA,Al Gore
6,3,NA,5,5,1,1,2000,NA,George W. Bush
1,2,3,5,1,1,1,2000,NA,George W. Bush
9,1,NA,5,1,1,5,2000,NA,Al Gore
9,3,1,5,5,1,1,2000,NA,NA
26,5,NA,NA,NA,NA,NA,2000,NA,NA
26,1,1,5,5,5,1,2000,Protestant,Al Gore
26,5,NA,NA,NA,NA,NA,2000,NA,NA
27,5,3,3,3,3,3,2000,NA,NA
27,1,1,5,5,1,1,2000,NA,Al Gore
36,5,NA,5,1,1,1,2000,NA,NA
51,3,5,5,1,1,1,2000,NA,NA
51,2,4,5,5,1,3,2000,NA,George W. Bush
51,3,NA,5,5,3,3,2000,NA,George W. Bush
51,3,NA,1,1,5,1,2000,NA,Harry Brown
51,4,NA,5,1,1,5,2000,Catholic,George W. Bush
16,4,NA,5,5,1,3,2000,NA,George W. Bush
51,5,5,5,1,1,1,2000,NA,Al Gore
51,3,NA,NA,NA,NA,NA,2000,NA,NA
55,1,3,1,1,5,1,2000,NA,Al Gore
19,2,3,3,3,3,3,2000,NA,George W. Bush
1,3,NA,NA,NA,NA,NA,2000,NA,NA
1,2,NA,5,5,1,1,2000,NA,NA
1,1,NA,NA,NA,NA,NA,2000,NA,NA
24,3,3,5,5,1,1,2000,Protestant,George W. Bush
24,5,NA,5,3,1,1,2000,NA,NA
48,5,NA,NA,NA,NA,NA,2000,NA,NA
12,2,3,5,5,1,5,2000,Catholic,George W. Bush
1,5,NA,7,7,7,7,2000,NA,NA
53,2,NA,5,1,1,5,2000,NA,George W. Bush
6,2,NA,5,3,1,3,2000,NA,George W. Bush
8,1,NA,NA,NA,NA,NA,2000,NA,NA
6,3,3,5,5,1,5,2000,NA,Al Gore
12,5,NA,5,1,5,5,2000,NA,George W. Bush
47,1,3,5,5,1,1,2000,NA,Al Gore
20,1,NA,3,3,3,3,2000,Other Religion,Al Gore
42,1,1,5,5,5,1,2000,NA,Al Gore
13,1,NA,5,1,5,1,2000,NA,Al Gore
20,2,NA,5,5,1,1,2000,NA,George W. Bush
36,2,NA,5,5,1,5,2000,NA,George W. Bush
48,2,1,5,5,1,5,2000,NA,NA
27,3,3,5,1,5,1,2000,NA,NA
26,3,NA,NA,NA,NA,NA,2000,Catholic,NA
36,2,3,5,5,3,3,2000,NA,NA
36,1,NA,NA,NA,NA,NA,2000,NA,NA
48,1,2,3,5,1,5,2000,NA,Al Gore
42,3,NA,NA,NA,NA,NA,2000,NA,NA
36,2,NA,5,5,1,3,2000,NA,Pat Buchanan
4,1,NA,3,3,3,3,2000,NA,Al Gore
36,3,NA,5,3,5,1,2000,NA,Al Gore
24,1,3,5,1,1,5,2000,NA,Al Gore
22,3,NA,3,3,3,3,2000,NA,George W. Bush
12,2,NA,NA,NA,NA,NA,2000,NA,NA
19,1,NA,NA,NA,NA,NA,2000,Protestant,NA
19,3,3,1,1,5,1,2000,NA,NA
12,3,2,5,1,5,1,2000,NA,Al Gore
12,1,3,5,5,1,3,2000,NA,NA
12,3,3,1,5,1,1,2000,NA,George W. Bush
12,5,4,5,5,1,1,2000,NA,George W. Bush
12,2,NA,NA,NA,NA,NA,2000,NA,NA
33,3,3,5,5,1,5,2000,NA,George W. Bush
12,3,NA,1,1,5,1,2000,NA,Al Gore
26,1,NA,5,5,1,1,2000,NA,Al Gore
26,3,NA,5,1,5,1,2000,NA,Al Gore
26,1,2,5,3,1,3,2000,Catholic,Al Gore
26,1,2,5,5,5,1,2000,NA,Al Gore
12,1,NA,5,5,1,5,2000,NA,NA
12,2,NA,1,1,5,1,2000,NA,Al Gore
12,2,NA,3,5,1,3,2000,NA,George W. Bush
12,5,NA,5,5,1,1,2000,NA,George W. Bush
25,2,NA,5,1,1,1,2000,NA,George W. Bush
22,2,3,3,3,3,3,2000,NA,George W. Bush
20,1,NA,3,1,3,1,2000,NA,Al Gore
27,5,NA,5,5,1,5,2000,NA,George W. Bush
27,1,NA,5,5,5,1,2000,NA,Al Gore
27,5,3,5,5,1,1,2000,NA,NA
55,1,NA,5,5,5,1,2000,NA,George W. Bush
1,1,NA,5,5,1,1,2000,Protestant,NA
1,2,NA,NA,NA,NA,NA,2000,NA,NA
4,1,NA,5,1,1,1,2000,NA,Al Gore
6,3,3,5,5,1,1,2000,NA,George W. Bush
6,1,NA,5,5,1,5,2000,Protestant,George W. Bush
55,3,3,3,5,1,1,2000,NA,George W. Bush
8,3,3,3,5,3,3,2000,Protestant,George W. Bush
27,1,NA,5,5,1,3,2000,NA,NA
26,2,5,5,1,1,5,2000,Catholic,George W. Bush
27,1,NA,NA,NA,NA,NA,2000,NA,NA
8,3,3,1,5,5,5,2000,Catholic,Ralph Nader
39,1,NA,1,5,1,1,2000,NA,Al Gore
17,1,NA,NA,NA,NA,NA,2000,NA,NA
9,3,NA,NA,NA,NA,NA,2000,NA,NA
12,3,NA,5,1,5,1,2000,NA,Al Gore
8,3,4,1,5,5,5,2000,NA,NA
22,3,NA,NA,NA,NA,NA,2000,NA,NA
8,2,1,5,1,5,1,2000,NA,George W. Bush
12,3,NA,5,1,1,1,2000,NA,George W. Bush
45,1,2,5,5,1,1,2000,NA,Al Gore
55,1,NA,5,5,5,1,2000,Catholic,Al Gore
55,2,NA,5,5,1,3,2000,NA,George W. Bush
13,2,NA,NA,NA,NA,NA,2000,NA,NA
37,3,NA,NA,NA,NA,NA,2000,NA,NA
21,1,3,1,1,5,3,2000,NA,George W. Bush
12,2,NA,5,5,1,5,2000,NA,George W. Bush
26,5,NA,NA,NA,NA,NA,2000,NA,NA
8,3,NA,5,5,1,1,2000,Catholic,NA
40,1,NA,5,3,1,1,2000,Protestant,Al Gore
4,1,NA,5,3,3,3,2000,NA,Al Gore
6,5,3,5,5,1,3,2000,NA,NA
21,5,3,5,5,1,1,2000,NA,George W. Bush
20,2,3,1,3,5,1,2000,NA,George W. Bush
